title,mood,language,genre,rating,year,movie_platform,image_url,director,cast,description,
Andhadhun,motivated,Hindi,Thriller,8.2,2018,Disney+ Hotstar,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTSGqipLm068oYx4IUvs8pgi--rK1AenxrX5UwrP08Psq1WWKq1&psig=AOvVaw3PcgjptxzEILZaFeXTPuGB&ust=1762576557837000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCIC9sryb35ADFQAAAAAdAAAAABAE,Sriram Raghavan,Ayushmann KhurranaTabuRadhika Apte,A piano teacher who pretends to be blind gets entangled in a series of mysterious events after witnessing
Rockstar,sad,Hindi,Musical,7.7,2011,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQMJVG9VNiLA0_FkCRYLY-mNYV8-ISc-V8weY-Otj5fU3wu0dM1&psig=AOvVaw1siAg4_0i9Z7OfRHc1kMrz&ust=1762576672483000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCMip3POb35ADFQAAAAAdAAAAABAE,Imtiaz Ali, Ranbir Kapoor-Nargis Fakhri-,A young mans journey to find his true self through music and love takes unexpected turns when he meets a free-spirited woman who challenges his beliefs and aspirations. Nargis Fakhri.
Vikram Vedha,motivated,Tamil,Action,8.2,2017,Disney+ Hotstar,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQj86HHfichvt1UEP0nnNnFFZukF11FSVvQB-1Rh2-zcTxX0haG&psig=AOvVaw3Db_WQuQnMqV1wQL2zACJW&ust=1762576586820000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCIDdp8qb35ADFQAAAAAdAAAAABAE,GayatriPushkar,Madhavan-Vijay Sethupathi-,A righteous police officer sets out to capture a notorious gangster whose actions challenge his moral beliefs and force him to question the nature of good and evil. Vijay Sethupathi.
Super Deluxe,happy,Tamil,Drama,8.3,2019,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSmqhH_LMF-yLlW4vuqesynV3_JnZZdgeiR5QoHHXuXguls0C8g&psig=AOvVaw1f7dDfzaAYqvjJ3qMGCueS&ust=1762576696868000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjyx_6b35ADFQAAAAAdAAAAABAE,Thiagarajan Kumararaja Vijay Sethupathi-Fahadh Faasil-,Samantha Akkineni-Rahman-,An unfaithful wife a father trying to save his son an estranged gangster and a group of criminals cross paths in unexpected ways in this darkly comedic thriller. Samantha Akkineni Rahman.
Vada Chennai,motivated,Tamil,Crime,8.4,2018,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQcL3-RHsoShwvoMWFUBfsAeyJlchyQDHhI2SDejF0Tu8ErOXt-&psig=AOvVaw3rIDmU5IvBNqqLAQCQIHL_&ust=1762576716310000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCJCf74ec35ADFQAAAAAdAAAAABAE,Vetrimaaran ,Dhanush-Ariyan-Andrea Jeremiah-,A skilled carrom player becomes embroiled in the world of gang wars and political corruption in North Chennai as he rises through the ranks while trying to protect his loved ones. Andrea Jeremiah.
Maanaadu,motivated,Tamil,Sci-Fi,8.6,2021,Disney+ Hotstar,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQjdHOYg6ptjSiQpMGhPzuVoGuJ2h0G6761G5-2-aSPBU8wVJtr&psig=AOvVaw1IBRxoxGGXhU5zD3qkUV5E&ust=1762576734153000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCODqwJCc35ADFQAAAAAdAAAAABAE,Venkat Prabhu Suriya-Kalyani Priyadarshan-,Sathyaraj-Mysskin-,In a time loop an ordinary man must relive the same day repeatedly and use his knowledge of future events to prevent a terrorist attack while.
Soorarai Pottru,happy,Tamil,Biography,9.1,2020,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTCXOxUOCiYN2CYVeh4xkeU-o0BlKPp42zFAaauf3rYrAfo3qsR&psig=AOvVaw0W4FPGVIf6d-EcYIVd2mgt&ust=1762576753111000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOjYuJmc35ADFQAAAAAdAAAAABAE,Sudha Kongara,SuriyaAparna BalamuraliParesh Rawal,A determined villager challenges the aviation industry's elite by pursuing his vision of affordable air travel for all despite numerous obstacles and setbacks .  
96,romantic,Tamil,Romance,8.5,2018,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTJi8r3p1ofcc8GwLAjqrENm2YYAOTGOHSnc7jV9UMtSpR1k12D&psig=AOvVaw07puVlk60GGkzZJKG4TlVW&ust=1762576770283000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOjdyKGc35ADFQAAAAAdAAAAABAE,C. Prem Kumar,Vijay SethupathiTrisha KrishnanAdithya Bhaskar,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.
Thuppakki,motivated,Tamil,Action,8.0,2012,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTg0QHn0NhtCLn0dtHnq_X9qy8EKXkpqq5UUpIW_UBs_GMWqbS-&psig=AOvVaw0EmfDI71AIWgzyay05RWH5&ust=1762576792242000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLCyhKyc35ADFQAAAAAdAAAAABAE,A.R. Murugadoss Vijay-Ajay Devgn-,Kajal Aggarwal-Narain-,An army captain is on a mission to track down and destroy a terrorist gang and deactivate the sleeper cells under its command.
Anbe Sivam,happy,Tamil,Drama,8.8,2003,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTbk9NS3SJRHFuBZKFrCEbORElC8CGFWqHaqwwtS1msNho9b0aS&psig=AOvVaw1TtPNAMJ3GMq3ok7qMLOSy&ust=1762576810779000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOil9bSc35ADFQAAAAAdAAAAABAE,Sundar C.,Kamal HaasanMadhavanKiran Rathod,Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate.
Kaththi,motivated,Tamil,Action,8.1,2014,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcT2KesbCOk4qWtgHaHEU_x2zIchxWIO8rnAJ7KeTvkvjZ0plCUr&psig=AOvVaw2ZJS-ltoB1lvesdFYU1RI8&ust=1762576826112000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjImLyc35ADFQAAAAAdAAAAABAE,A.R. Murugadoss ,Vijay Samantha Ruth Prabhu-,A petty thief discovers that he has a doppelganger who is a social activist fighting for farmers' rights leading to a clash of identities and ideologies. 
Raatchasan,happy,Tamil,Thriller,8.4,2018,Disney+ Hotstar,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSucwb_0spBNW2qjcufFucVTUJhoJu_i4_1r6PXFWHOtLEwdQjH&psig=AOvVaw1SdElHyoiKJWNGq66VEt_O&ust=1762577173525000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCNCA8eGd35ADFQAAAAAdAAAAABAE,Ram Kumar,Vishnu Vishal-Amala Paul-,A police officer is on the trail of a serial killer who targets schoolgirls and uses their deaths to send a chilling message to society about the pressures faced by students.
Baahubali: The Beginning,motivated,Telugu,Action,8.1,2015,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQAh44usfak1x3dFlj5e_QBTTZXHdhGS1X-3cEzZ1mzQ4wGnauO&psig=AOvVaw3ICp_Q0lzhmSSsy_w-FNB7&ust=1762577190129000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKiN5-md35ADFQAAAAAdAAAAABAE,S.S. Rajamouli, Prabhas-Anushka Shetty-Stars Daggubati,A child from the Mahishmati kingdom is raised by tribal people and one day learns about his royal heritage his father's bravery in battle and a mission to overthrow the incumbent ruler.
Baahubali 2: The Conclusion,motivated,Telugu,Action,8.2,2017,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTnMA16Y55ki6WxoLTdTmxNnKwYCZiNwi0DvCakttCRBQgZyJpJ&psig=AOvVaw1buf811lti_1hFbMls-8DU&ust=1762577204901000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPi_8PCd35ADFQAAAAAdAAAAABAE,S.S. Rajamouli, Prabhas-Anushka Shetty-Rana Daggubati-,The story of Amarendra Baahubali his son Mahendra Baahubali and the betrayal that leads to Amarendra's death and Mahendra's quest to avenge him and reclaim the kingdom.
RRR,motivated,Telugu,Action,8.0,2022,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcRx0wTDoneV8OuMM6hNfD7vfibB_jt6FcCL-u8H2DljlRXgGCoG&psig=AOvVaw2yFPF_oHdKiVo1xBkXiJ7c&ust=1762577224991000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCJi5tfqd35ADFQAAAAAdAAAAABAE,S.S. Rajamouli, N.T. Rama Rao Jr.-Ram Charan-Alia Bhatt-Ajay Devgn-,In 1920s India two revolutionaries from different backgrounds fight against the British Raj and their own personal demons to achieve freedom for their country.
Arjun Reddy,sad,Telugu,Romance,8.1,2017,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn3.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSIrg3VSmDVr2H5lMi-wQu7D4kkFLhSKkCrraN8MpsdvC4UHG8Q&psig=AOvVaw3Ai57FsveuCQSg4iDU0col&ust=1762577240665000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCOCc9YGe35ADFQAAAAAdAAAAABAE,Sandeep Reddy Vanga,Vijay Deverakonda-Shalini Pandey-,A high-functioning alcoholic surgeon with anger management issues spirals into self-destruction when his girlfriend is forced
Eega,motivated,Telugu,Fantasy,7.7,2012,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn1.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQPo6YUQbjXGjCF92s4zL5ishjRlHO5NqNHcosFSHPmSKB4NRav&psig=AOvVaw3q0QeI_KXFV4JNvGtmUq8P&ust=1762577265331000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKCyso6e35ADFQAAAAAdAAAAABAE,S.S. Rajamouli,Nani-Samantha Akkineni-,A man is murdered and reincarnated as a housefly. He sets out to avenge his death by tormenting his killer.    
Jersey,motivated,Telugu,Sports,8.5,2019,Amazon Prime,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQPI9Sm_165T-tGSeQ-tbigp_LVjV89LqyTnWGkBjpgy2F_If8M&psig=AOvVaw23MbBbb3cE35Np7NWO50af&ust=1762577283125000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLiPo5ae35ADFQAAAAAdAAAAABAE,Gowtam Tinnanuri,Nani-Shraddha Srinath-,A talented cricketer in his mid-30s decides to return to the sport to fulfill his son's wish of having a jersey with his name on it despite societal pressures and personal challenges.
Pushpa: The Rise,happy,Telugu,Action,7.6,2021,Netflix,https://th.bing.com/th/id/OIP.zlq4dNN7wpSthTdaHUplzAHaLH?w=115&h=180&c=7&r=0&o=7&cb=ucfimg2&dpr=1.5&pid=1.7&rm=3&ucfimg=1,Sukumar,Allu Arjun-Rashmika Mandanna-,A coolie smuggler rises through the ranks of a red sandalwood smuggling syndicate in the Seshachalam hills of Andhra Pradesh while facing challenges from law enforcement and rival gangs.
Srimanthudu,motivated,Telugu,Drama,7.6,2015,Disney+ Hotstar,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTVxTnbQFtlfYKpiEIWLlTJap3Khh1tGRtX-DcHFtQIJUqrw8GM&psig=AOvVaw1iOxmUrUQJSrlaotwMYtTw&ust=1762577314598000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCPjwlKWe35ADFQAAAAAdAAAAABAE,Koratala Siva,Mahesh BabuShruti HaasanJagapathi Babu,Harsha a multi-millionaire's heir who has everything still feels that there is something missing in his life. In an attempt to fill the void he adopts a village to bring change in the people.
Kantara,motivated,Kannada,Action,8.3,2022,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcSr-WKnsOp7YBra7WsdhX8TyXV3Xdz2tTaMbCFzcTx_0C82U4go&psig=AOvVaw2AipZGUFLDgBExj54M3a5C&ust=1762577329132000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKCohaye35ADFQAAAAAdAAAAABAE,Rishab Shetty,Darshan-Nishvika Naidu-,In a remote village in Karnataka a local deity is believed to protect the villagers from evil forces. When outsiders threaten their way of life a young man must confront his destiny to save his people.
12th Fail,motivated,Hindi,Comedy-Drama,9.2,2023,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn0.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcTcfdjsHAx1TtQ3mLEg4sHuO_pQnWVs4ndYs8hMwwmnkP_pKKFA&psig=AOvVaw1Kywns9GRticfTZw-tlqTN&ust=1762578857033000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRRwqFwoTCMD54ISk35ADFQAAAAAdAAAAABAE,Vidhu Vinod Chopra,Aditya Rawal-Amitabh Bachchan-Sanjay Dutt-Revathi-,Based on a true story a young boy from a small town overcomes numerous obstacles including failing his 12th grade exams multiple times to achieve his dream of joining the Indian Police Service.    
777 Charlie,sad,Kannada,Adventure,8.7,2022,Amazon Prime,https://th.bing.com/th/id/OIP.eO7uk0mgjvrvBrdXTrYzFQHaHa?w=154&h=180&c=7&r=0&o=7&cb=ucfimg2&dpr=1.5&pid=1.7&rm=3&ucfimg=1,Kiranraj Kumar, Rakshit Shetty-Sangeetha Sringeri-,A lonely man's life takes a heartwarming turn when he adopts a stray dog named Charlie leading to a journey of self-discovery friendship and unconditional love.
godi banna sadharana maikattu,sad,Kannada,Drama,8.6,2016,Netflix,https://www.google.com/url?sa=i&url=https%3A%2F%2Fencrypted-tbn2.gstatic.com%2Fimages%3Fq%3Dtbn%3AANd9GcQUogQxg1oxji8wzMhZWJowY8i9k-_0RdNFoGFZbnR_p6cobBmj&psig=AOvVaw2uJuMMiKD9Ha0l2PJq8W98&ust=1762699158059000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCKCyspvk4pADFQAAAAAdAAAAABAE,Hemanth M. Rao, Prakash Raj-Anant Nag-,A middle-aged man goes on a journey to fulfill his late wife's wish of having her ashes immersed in the river Ganges leading to unexpected encounters and self-discovery.
